num_assets,max,min,mean,median
2,0.9999999938250551,0.9999869511628632,0.999998609916308,0.9999989576319803
3,0.99999993004214,0.999995561010435,0.9999993098102282,0.9999995333318854
4,0.9999999374438047,0.9999921134468254,0.9999978782714809,0.9999981185929963
5,0.999999972192228,0.9999955706640472,0.9999991515216314,0.9999993520864074
6,0.9999998724016871,0.9999951192723837,0.9999989297990051,0.9999991459942084
7,0.9999999321221614,0.9999970971313422,0.9999992429876876,0.9999993476323235
